alloc,,clusters,,tasksAlloc,,file
1,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_7, at3_4, at3_19, at3_22], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_28, at3_10, at3_13, at3_16, at2_11, at2_14, at2_20, at2_23, at2_26, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at2_17, at2_8, at2_5]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1.xml
2,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_28, at3_13, at3_16, at3_22, at2_11, at2_14, at2_17], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at3_7, at3_4, at3_10, at3_19, at2_8, at2_5, at2_20, at2_23, at2_26, at2_29]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation2.xml
3,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_21, at4_24, at4_27, at3_25, at3_7, at3_4, at2_8, at2_5, at2_23, at2_26, at2_29], r3=[at4_18, at4_12, at3_28, at3_10, at3_13, at3_16, at3_19, at3_22, at2_11, at2_14, at2_17, at2_20], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3.xml
394,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation394.xml
395,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation395.xml
396,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation396.xml
397,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation397.xml
398,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation398.xml
399,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation399.xml
400,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation400.xml
401,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation401.xml
402,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation402.xml
403,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation403.xml
404,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation404.xml
405,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation405.xml
406,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation406.xml
407,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation407.xml
408,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation408.xml
409,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation409.xml
410,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_26], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation410.xml
411,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation411.xml
412,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation412.xml
413,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation413.xml
414,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation414.xml
415,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation415.xml
416,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation416.xml
417,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_26], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation417.xml
418,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation418.xml
419,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation419.xml
420,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation420.xml
421,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation421.xml
422,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation422.xml
423,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation423.xml
424,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation424.xml
425,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation425.xml
426,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation426.xml
427,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation427.xml
428,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation428.xml
429,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation429.xml
430,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation430.xml
431,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation431.xml
432,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation432.xml
433,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation433.xml
434,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation434.xml
435,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation435.xml
436,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation436.xml
437,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at2_11, at2_14, at2_20, at2_23, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation437.xml
